,grounding,generated_text,label
7367,"Discovered and adopted by a farm couple from Kansas, the child is raised as Clark Kent and imbued with a strong moral compass.",I still don't trust Superman sometimes even if he claims to be good.,0
7368,"The majority of natural dyes are vegetable dyes from plant sources—roots, berries, bark, leaves, and wood—and other biological sources such as fungi and lichens.","The natural color from things like berries, bark give off a color to the hair when applied.",1
7369,"The majority of natural dyes are vegetable dyes from plant sources—roots, berries, bark, leaves, and wood—and other biological sources such as fungi and lichens.",The majority of natural dyes are animal dyes from animal blood.,0
7370,"The majority of natural dyes are vegetable dyes from plant sources—roots, berries, bark, leaves, and wood—and other biological sources such as fungi and lichens.",There is a certain dye made from  bones.,0
7371,"In agriculture, grain quality depends on the use of the grain.","In agriculture, grain quality depends variety of the grain.",0
7372,"In agriculture, grain quality depends on the use of the grain.",Grain quality is not considered in Africa.,0
7373,"Obesity in the United States is a major health issue resulting in numerous diseases, specifically increased risk of certain types of cancer, coronary artery disease, type 2 diabetes, stroke, as well as significant increases in early mortality and economic costs Obesity increases the likelihood of various diseases and conditions, particularly cardiovascular diseases, type 2 diabetes, obstructive sleep apnea, certain types of cancer, osteoarthritis and depression.","No one is really sure why women have more instances of obesity, but it's a huge problem. People who are obese have higher instances of type 2 diabetes, depression, cardiovascular diseases and even cancer!",1
7374,"Obesity in the United States is a major health issue resulting in numerous diseases, specifically increased risk of certain types of cancer, coronary artery disease, type 2 diabetes, stroke, as well as significant increases in early mortality and economic costs Obesity increases the likelihood of various diseases and conditions, particularly cardiovascular diseases, type 2 diabetes, obstructive sleep apnea, certain types of cancer, osteoarthritis and depression.","No one is really sure why women have more instances of it, but it's a huge problem. People who are obese have higher cases of diabetes mellitus, colitis, skin burns, and even heart disease",0
7375,"The Siege of Buda () was the siege of the Buda castle, part of the twin capital cities of the Kingdom of Hungary by the Hungarian revolutionary army led by General Artúr Görgei, during the Hungarian War of Independence. Actually it was the only fortress in the 1848-1849 Hungarian Freedom War, which was taken by the assault of the besieging troops of any of the fighting parts, the others being taken only after agreements between the besiegers and the besieged, with the capitulation of the latters, the capture of Buda on 21 May 1849 by assault being the only exception from this. It was part of the Spring Campaign, fought between 4 and 21 May 1849 and ended with the Hungarian capture of the castle by assault on 21 May.","Yeah but the Siege of Buda 1849 was a bloodbath, think about how much muscle mass was LOST in that battle!",1
7376,"The Siege of Buda () was the siege of the Buda castle, part of the twin capital cities of the Kingdom of Hungary by the Hungarian revolutionary army led by General Artúr Görgei, during the Hungarian War of Independence. Actually it was the only fortress in the 1848-1849 Hungarian Freedom War, which was taken by the assault of the besieging troops of any of the fighting parts, the others being taken only after agreements between the besiegers and the besieged, with the capitulation of the latters, the capture of Buda on 21 May 1849 by assault being the only exception from this. It was part of the Spring Campaign, fought between 4 and 21 May 1849 and ended with the Hungarian capture of the castle by assault on 21 May.",The Siege of Buda happened in 1848.,0
7377,"The Siege of Buda () was the siege of the Buda castle, part of the twin capital cities of the Kingdom of Hungary by the Hungarian revolutionary army led by General Artúr Görgei, during the Hungarian War of Independence.",Women and children were not killed during the siege of Buda. I think that's honorable.,0
7378,"A color wheel or colour circle is an abstract illustrative organization of color hues around a circle, which shows the relationships between primary colors, secondary colors, tertiary colors etc.","All of the colors on the visible spectrum coincide with a wheel of colors, the main groups being primary, secondary and tertiary. Which colors to use in art is important for setting the mood!",1
7379,"There are also definitions (or categories) of colors based on the color wheel: primary color, secondary color and tertiary color.","Well, there are actually three types of it. there is color theory that is based on the color wheel and there is also color theory based on color wheel, as well as additive color theory, and monochromatic color theory. which one would you like to know more about",1
7380,"There are also definitions (or categories) of colors based on the color wheel: primary color, secondary color and tertiary color.","Sure! color theory is basically the theories of how colors can be combined to make other colors. for example, a primary color can be made by combining red and green to make blue, and another is purple. the list can go on and on!",1
7381,"Obesity increases the likelihood of various diseases and conditions, particularly cardiovascular diseases, type 2 diabetes, obstructive sleep apnea, certain types of cancer, osteoarthritis and depression.",Obesity increases the likelyhood of other conditions. I'm glad you lost the extra weight.,1
7382,"Obesity increases the likelihood of various diseases and conditions, particularly cardiovascular diseases, type 2 diabetes, obstructive sleep apnea, certain types of cancer, osteoarthritis and depression.",Obesity decreases the likelihood of obstructive sleap apnea.,0
7383,"Obesity increases the likelihood of various diseases and conditions, particularly cardiovascular diseases, type 2 diabetes, obstructive sleep apnea, certain types of cancer, osteoarthritis and depression.",Obesity decreases the likelihood of obstructive diabetes.,0
7384,"Stephen Robert Irwin (22 February 1962 – 4 September 2006), nicknamed ""The Crocodile Hunter"", was an Australian zookeeper, conservationist and television personality.",Yes he was killed by a stingray.  they are classified as carnivorous reptiles and they are able to feed on mammals as large as a water buffalo.,1
7385,"Irwin achieved worldwide fame from the television series ""The Crocodile Hunter"" (1996–2007), an internationally broadcast wildlife documentary series which he co-hosted with his wife Terri; the couple also hosted the series, ""Croc Files"" (1999–2001), ""The Crocodile Hunter Diaries"" (2002–2006), and ""New Breed Vets"" (2005).",Mantles can be found on all continents except for antarctica.  he was a popular tv personality and entrepreneur in the 1980s and 1990s.,0
7386,"Stephen Robert Irwin (22 February 1962 – 4 September 2006), nicknamed ""The Crocodile Hunter"", was an Australian zookeeper, conservationist and television personality.","I don't really know, but it is hard to believe that the crocodile hunter has gone dead for almost 11 years.",0
7387,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.","It sure is, I'd rather have it done at the hair dresser if I want to change to a color regarded as more desirable",1
7388,"When properly performed, strength training can provide significant functional benefits and improvement in overall health and well-being, including increased bone, muscle, tendon, and ligament strength and toughness, improved joint function, reduced potential for injury, increased bone density, increased metabolism, increased fitness and improved cardiac function.",I've tried it a few times for strength training to help increase bone and muscle strength.,1
7389,"When properly performed, strength training can provide significant functional benefits and improvement in overall health and well-being, including increased bone, muscle, tendon, and ligament strength and toughness, improved joint function, reduced potential for injury, increased bone density, increased metabolism, increased fitness and improved cardiac function.","When properly performed, strength training can provide significant functional benefits and improvement in overall health but it  leads to weakness of the bone, muscle, tendon, and ligament.",0
7390,"When properly performed, strength training can provide significant functional benefits and improvement in overall health and well-being, including increased bone, muscle, tendon, and ligament strength and toughness, improved joint function, reduced potential for injury, increased bone density, increased metabolism, increased fitness and improved cardiac function.",Research has shown that those who carryout strength training exercises are usually more disciplined than the average person.,0
7391,"According to surveys in Europe and the U.S., purple is the color most often associated with royalty, magic, mystery and piety.","Definitely! Purple is associated with royalty, mystery, piety and mystery.",1
7392,"According to surveys in Europe and the U.S., purple is the color most often associated with royalty, magic, mystery and piety.",Purple use to be a symbol of the underclass.,0
7393,"According to surveys in Europe and the U.S., purple is the color most often associated with royalty, magic, mystery and piety.","Purple was not the original color of Barney, it was originally orange.",0
7394,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.",I am not sure but red is a primary color.,1
7395,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.","Yeah, but i doubt if it is a primary color.",0
7396,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.",Nobody knows how shades of red there are.,0
7397,"Target Corporation is the second-largest discount store retailer in the United States, behind Walmart, and a component of the S&P 500 Index.",yea Target Corporation does very well for them selves as a store and retailer,1
7398,"The western Ghubar Arabs' main contribution was to make the longer line diagonal rather than straight, though they showed some tendencies to making the character more rectilinear.","Well after the Hindus, the Arabs made the number longer than straight.",1
7399,"The western Ghubar Arabs' main contribution was to make the longer line diagonal rather than straight, though they showed some tendencies to making the character more rectilinear.","It wa sthe Arabs that inverted the number 7,  the Hindus made it straight.",0
7400,"The western Ghubar Arabs' main contribution was to make the longer line diagonal rather than straight, though they showed some tendencies to making the character more rectilinear.",The number 7 has a diabolical history.,0
7401,"Hydrotherapy, formerly called hydropathy and also called water cure, is a part of alternative medicine, in particular of naturopathy, occupational therapy and physiotherapy, that involves the use of water for pain relief and treatment.",Hydrotherapy is when water creates a pain in someone's joints.,0
7402,"Hydrotherapy, formerly called hydropathy and also called water cure, is a part of alternative medicine, in particular of naturopathy, occupational therapy and physiotherapy, that involves the use of water for pain relief and treatment.",Hydrotherapy is a lot cheaper than drugs.,0
7403,"The Food and Drug Administration (FDA or USFDA) is a federal agency of the United States Department of Health and Human Services, one of the United States federal executive departments. The regulation of food and dietary supplements by the U.S. Food and Drug Administration is a process governed by various statutes enacted by the United States Congress and interpreted by the U.S. Food and Drug Administration (""FDA""). Pursuant to the Federal Food, Drug, and Cosmetic Act (""the Act"") and accompanying legislation, the FDA has authority to oversee the quality of substances sold as food in the United States, and to monitor claims made in the labeling about both the composition and the health benefits of foods.",Like how the FDA or Department of Heakth of the United States regulate food. Yes.,1
7404,"The Food and Drug Administration (FDA or USFDA) is a federal agency of the United States Department of Health and Human Services, one of the United States federal executive departments. The regulation of food and dietary supplements by the U.S. Food and Drug Administration is a process governed by various statutes enacted by the United States Congress and interpreted by the U.S. Food and Drug Administration (""FDA""). Pursuant to the Federal Food, Drug, and Cosmetic Act (""the Act"") and accompanying legislation, the FDA has authority to oversee the quality of substances sold as food in the United States, and to monitor claims made in the labeling about both the composition and the health benefits of foods.",Probably very similar to how the Drug Agency regulates food and rugs in the US.,0
7405,"The Food and Drug Administration (FDA or USFDA) is a federal agency of the United States Department of Health and Human Services, one of the United States federal executive departments.",I am not sure about that. But I did hear that Queen Elizabeth would be starting a charity to fund new facilities around the UK.,0
7406,"It focuses on the high school glee club New Directions competing on the show choir competition circuit, while its members deal with relationships, sexuality and social issues. It focuses on the fictitious William McKinley High School glee club, the New Directions, which competes on the show choir competition circuit while its disparate members deal with social issues, especially regarding sexuality, race, relationships, and teamwork.","Do it! Glee is also on Netflix, Highly recommend checking that one out too! It's about a high school glee club.",1
7407,"It focuses on the high school glee club New Directions competing on the show choir competition circuit, while its members deal with relationships, sexuality and social issues.","You should also watch Glee, which is about convicted murderers getting by in prison.",0
7408,"It focuses on the high school glee club New Directions competing on the show choir competition circuit, while its members deal with relationships, sexuality and social issues. It focuses on the fictitious William McKinley High School glee club, the New Directions, which competes on the show choir competition circuit while its disparate members deal with social issues, especially regarding sexuality, race, relationships, and teamwork.",Glee is also on Netflix. It's my girlfriend's favorite show.,0
7409,In Italy the names of specific pasta shapes or types often vary with locale.,Yes buddy. in italy the names of specific pasta shapes or tpes often vary with locale,1
7410,In Italy the names of specific pasta shapes or types often vary with locale.,in Italy the names of specific pasta shapes or types often vary with cooking style.,0
7411,In Italy the names of specific pasta shapes or types often vary with locale.,It is a crime to break pasta in Italy.,0
7412,"Jazz is characterized by swing and blue notes, call and response vocals, polyrhythms and improvisation.","It is characterized by call and response vocals, swing and blue notes, and the polyrhythms and improvisation",1
7413,"Jazz is characterized by swing and blue notes, call and response vocals, polyrhythms and improvisation.",Jazz and swings have nothing together.,0
7414,"Jazz is characterized by swing and blue notes, call and response vocals, polyrhythms and improvisation.",Jazz do not in any way invlove swing.,0
7415,"Jazz is characterized by swing and blue notes, call and response vocals, polyrhythms and improvisation.",There are no swings in Jazz music.,0
7416,"Additionally, brown hair is common among Australian Aborigines and Melanesians.","I know right, their hair is also pretty short in Australian Aborigines and Melanesian",0
7417,"Additionally, brown hair is common among Australian Aborigines and Melanesians.","I know right, brown hair is also pretty common in Ashkenazi Jews and Melanesian",0
7418,"Additionally, brown hair is common among Australian Aborigines and Melanesians.","I know right, brown hair is also pretty common in Australian Aborigines and Melanesian",1
7419,Their slow reproductive rate exacerbates these threats.,"Not quite, but they will be very soon. They have a very slow reproductive rate so it takes awile for new ones to be had.",1
7420,Their slow reproductive rate exacerbates these threats.,No and they probably won't be. They have a very quick reproductive rate.,0
7421,Their slow reproductive rate exacerbates these threats.,I am not sure but they are Britney Spears' favorite animal.,0
7422,"For instance, heterosexual men tend to report that red outfits enhance female attractiveness, while heterosexual females deny any outfit color impacting that of men.","Yes that is another way to put it, There was actually a test with this theory, heterosexual men tended to report that red outfits enhance a females attractiveness, while heterosexual females denied any outfit color impacting that of men.",1
7423,"People are generally considered obese when their body mass index (BMI), a measurement obtained by dividing a person's weight by the square of the person's height, is over , with the range defined as overweight.","People are generally considered obese when their body mass index (BMI), a measurement obtained by dividing a person's weight by the square of the person's height, is under , with the range defined as underweight.",0
7424,Obesity is defined as having a Body Mass Index (BMI) of 30 or greater.,Obesity is defined as having a Body Mass Index (BMI) of 30 or lesser.,0
7425,"The BMI is an attempt to quantify the amount of tissue mass (muscle, fat, and bone) in an individual, and then categorize that person as ""underweight"", ""normal weight"", ""overweight"", or ""obese"" based on that value.",Did you know that the BMI is an attempt to quantify the amount of blood mass in a person's body.,0
7426,"With a style initially similar to The Eagles and Lynyrd Skynyrd, Petra's sound evolved into a more energetic, driving rock sound in the early 1980s akin to Foreigner, Styx and Journey.","I could not recollect the name but i know their songs  evolved into a more energetic, driving rock sound in the early 1980s akin to Foreigner, Styx and Journey.",1
7427,"With a style initially similar to The Eagles and Lynyrd Skynyrd, Petra's sound evolved into a more energetic, driving rock sound in the early 1980s akin to Foreigner, Styx and Journey.","I could not recollect the name but I know their songs  evolved into a more energetic, driving rock sound in the early 1980s akin to Elvis and Johnny Cash.",0
7428,"With a style initially similar to The Eagles and Lynyrd Skynyrd, Petra's sound evolved into a more energetic, driving rock sound in the early 1980s akin to Foreigner, Styx and Journey.",I am not sure the names but Selena Gomez has done covers of them.,0
7429,"The cheese is named after the Dutch city of Gouda, not because it is produced in or near the city, but because it has historically been traded there.","Holland, I believe. Gouda got its name because it was traded in the market sqaure of Gouda",1
7430,"The cheese is named after the Dutch city of Gouda, not because it is produced in or near the city, but because it has historically been traded there.",The city is named after the English town of Guda.,0
7431,"The cheese is named after the Dutch city of Gouda, not because it is produced in or near the city, but because it has historically been traded there.",Gouda cheese goes through a rigorous process to be aged.,0
7432,A typical human eye will respond to wavelengths from about 390 to 700 nm.,The electromagnetic spectrum isn't visible to the human eye.,0
7433,"Nordic bread culture has existed in Denmark, Finland, Norway, and Sweden from prehistoric time through to the present.",Well bread came first but it was pretty dry so you needed beer to dip in it. Also that is why you find bread culture in the Nordic countries in prehistoric times. Vikings love bread and beer.,1
7434,"Nordic bread culture has existed in Denmark, Finland, Norway, and Sweden from prehistoric time through to the present.",I am not sure but beer became more popular with the rise of TV.,0
7435,"Batman's secret identity is Bruce Wayne, a wealthy American playboy, philanthropist, and owner of Wayne Enterprises.",but I also think people I identify with batman is because of his secret identity. Bruce Wayne is a good husband.,0
7436,Quality care from a young age can have a huge impact on the future successes of children.,Quality care can mean everything in the world to future success of a child,1
7437,Quality care from a young age can have a huge impact on the future successes of children.,Quality care has little impact in the world to future success of a child,0
7438,Quality care from a young age can have a huge impact on the future successes of children.,That could be true. Kim Kardashian homeschools her kids.,0
7439,"The dingo (""Canis lupus dingo"" or ""Canis dingo"") is a type of feral dog native to Australia.","Yes, I have a dingo, which is a type of feral dog from Australia.  Have you heard of them?",1
7440,"The dingo (""Canis lupus dingo"" or ""Canis dingo"") is a type of feral dog native to Australia.","Yes, I have a dingo, which is a type of domesticated dog from Germany.  Have you heard of them?",0
7441,"The dingo (""Canis lupus dingo"" or ""Canis dingo"") is a type of feral dog native to Australia.",No I don't. I would like one like Selena Gomez's dog though.,0
7442,"By the fifth and sixth centuries BCE, the ancient Greeks used enclosed ovens heated by wood fires; communities usually baked bread in a large communal oven.","Cookies and cakes, By the fifth and sixth centuries BCE, the ancient Greeks used enclosed ovens heated by wood fires",1
7443,"By the fifth and sixth centuries BCE, the ancient Greeks used enclosed ovens heated by wood fires; communities usually baked bread in a large communal oven.","I am not sure but by the seventh century BCE, the ancient Egyptians used enclosed ovens heated by wood fires.",0
7444,"By the fifth and sixth centuries BCE, the ancient Greeks used enclosed ovens heated by wood fires; communities usually baked bread in a large communal oven.",I am not sure. But you could probably find the answer in Martha Stewart's cookbook.,0
7445,"Ferrari N.V. () is an Italian sports car manufacturer based in Maranello. Automobili Lamborghini S.p.A. (Italian pronunciation: [autoˈmɔːbili lamborˈɡiːni]) is an Italian brand and manufacturer of luxury sports cars and SUVs based in Sant'Agata Bolognese.
https://en.wikipedia.org/wiki/Lamborghini",yes but both were great italian country cars,1
7446,"Automobili Lamborghini S.p.A. (Italian pronunciation: [autoˈmɔːbili lamborˈɡiːni]) is an Italian brand and manufacturer of luxury sports cars and SUVs based in Sant'Agata Bolognese.
https://en.wikipedia.org/wiki/Lamborghini Ferrari N.V. () is an Italian sports car manufacturer based in Maranello.",Same but both are great italian sports cars,1
7447,"Since the franchise's debut in December 1997, over 77 million units have been sold worldwide for the PlayStation, PlayStation 2, PlayStation 3, PlayStation 4, and PlayStation Portable, making it the highest selling video game franchise under the PlayStation brand.",Gran Turismo has sold over 77 million copies since 1997.,1
7448," Forza (Italian for ""strength"") is a series of simulation racing games for Xbox consoles, Windows 10, iOS and Android devices published by Xbox Game Studios.",yes. you absolutely can play it on the playstation.,0
7449, Gran Turismo 5 (commonly abbreviated as GT5) is a 2010 racing video game developed by Polyphony Digital and published by Sony Computer Entertainment. It was released for the PlayStation 3,"if you have the ps3, check out gran turismo 5. it is credited with bringing racing games to the mainstream.",0
7450,"""Gin and Juice"" was produced by Dr. Dre and contains an interpolation from Slave's ""Watching You"" in its chorus and a sample from George McCrae's ""I Get Lifted"" as its bassline; additional vocalists on the song include Dat Nigga Daz, Jewell, Heney Loc, and Sean ""Barney"" Thomas.",I love gin and juice also. it was released in 1998 and was produced by dr. dre.,1
7451,"""Gin and Juice"" was produced by Dr. Dre and contains an interpolation from Slave's ""Watching You"" in its chorus and a sample from George McCrae's ""I Get Lifted"" as its bassline; additional vocalists on the song include Dat Nigga Daz, Jewell, Heney Loc, and Sean ""Barney"" Thomas.",Was that also produced by Dre? I know Gin and Juice was.,1
7452,"Black hair is also particularly common in people of Asia, Eastern Europe, Latin America, Southern Europe and Africa regardless of ethnolinguistic affiliation.","I'm not so sure. But I understand if you would want to, in order to stand out. Especially if you lived in Asia, Eastern Europe, Latin America, Southern Europe, or Africa, no matter what your ethnolinguistic affiliation, you most likely have black hair as it's overwhelmingly common.",1
7453,"Black hair is also particularly common in people of Asia, Eastern Europe, Latin America, Southern Europe and Africa regardless of ethnolinguistic affiliation.",Black hair is only common in Asia.,0
7454,"Black hair is also particularly common in people of Asia, Eastern Europe, Latin America, Southern Europe and Africa regardless of ethnolinguistic affiliation.",Black hair use to symbolize that you were poor.,0
7455,"Today, Vintner's Reserve Chardonnay is one of the most popular wines on the market.  A winemaker or vintner is a person engaged in winemaking.","Well ; for example is known as vintner, and one who makes wine is called a vintner. I think those are all facts and numbers.",1
7456,"Winemakers can also be referred to as oenologists as they study oenology – the science of wine. Today, Vintner's Reserve Chardonnay is one of the most popular wines on the market.  A winemaker or vintner is a person engaged in winemaking.","Well ; the winemaker is known as wine, and one who makes wine is considered a vintner. I guess those are interesting facts too?!",0
7457,The science of wine and winemaking is known as oenology.  A winemaker or vintner is a person engaged in winemaking.,"Well ; making wine is what makes beer, and one who makes it is called a oenologist. I hope those are fun activities! H.",0
7458,The science of wine and winemaking is known as oenology.  A winemaker or vintner is a person engaged in winemaking.,"Well ; making wine is known as oenology, and one who makes wine is called a vintner. I hope those are fun facts! LOL.",1
7459,"Pasta () is a staple food of traditional Italian cuisine, with the first reference dating to 1154 in Sicily.",I love garlic in my standard Italian pasta dishes.,1
7460,"Pasta () is a staple food of traditional Italian cuisine, with the first reference dating to 1154 in Sicily.",Pasta is a French cuisine that is very popular.,0
7461,"Pasta () is a staple food of traditional Italian cuisine, with the first reference dating to 1154 in Sicily.","Pasta is often served in many ways, but the most popular is buttered noodles.",0
7462,A healthy diet is one that helps to maintain or improve overall health.,"That's great, you're making the most important change I think someone can. To me a healthy diet is the most critical factor for one's overall health, you are what you eat after all.",1
7463,"Its 1993 debut album, ""Enter the Wu-Tang (36 Chambers)"", is considered to be one of the greatest albums in hip-hop history.","Another great one for sure. That time period was special, I also love ""Enter the Wu-Tang (36 Chambers)"" by Wu-Tang Clan",1
7464,"Its 1993 debut album, ""Enter the Wu-Tang (36 Chambers)"", is considered to be one of the greatest albums in hip-hop history.","Another great one for sure. That time period was special, I also love ""Enter the Wu-Tang (36 Chambers)"" by Wu-Tang Clan that came out in 1992.",0
7465,"Its 1993 debut album, ""Enter the Wu-Tang (36 Chambers)"", is considered to be one of the greatest albums in hip-hop history.",That's a great one. And I heard they took inspiration from Elvis on that.,0
7466,"In North America, custard pie commonly refers to a plain mixture of milk, eggs, sugar, salt, vanilla extract and sometimes nutmeg combined with a pie crust.","It depends.  I would try a custard pie.   You pretty much just mix milk, eggs, sugar and vanilla and pour it into a pie crust",1
7467,"In North America, custard pie commonly refers to a plain mixture of milk, eggs, sugar, salt, vanilla extract and sometimes nutmeg combined with a pie crust.",Custard pie are made with just custard.,0
7468,"In North America, custard pie commonly refers to a plain mixture of milk, eggs, sugar, salt, vanilla extract and sometimes nutmeg combined with a pie crust.",Young children love custard pie a lot.,0
7469,"The growth of androgenic hair is related to the level of androgens (often referred to as male hormones; due to the production levels in males being higher on average, but it is actually present in both sexes, and therefore is a unisex hormone) in the individual.",Yeah ! Another fact about body hair is that the growth of androgenic hair is related to the level of androgens,1
7470,"The growth of androgenic hair is related to the level of androgens (often referred to as male hormones; due to the production levels in males being higher on average, but it is actually present in both sexes, and therefore is a unisex hormone) in the individual.",Me too. But it became popular to dye body hair with the rise of social media influencers.,0
7471,"A sense of Hindu identity and the term Hindu appears in some texts dated between the 13th and 18th century in Sanskrit and Bengali In the beginning, various Hindus wrote 7 more or less in one stroke as a curve that looks like an uppercase J vertically inverted.","In the beginning, various Hindus wrote 7 more or less in one stroke",1
7472,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",I live in the United States. What an cool nickname! Purple was the color worn by richestes in the Byzantine Empire and the Holy Roman Empire. So even cooler nickname!,1
7473,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",I live in the United States! What a cool color! Purple was the color worn by Empress in the Byzantine Empire and the Holy Roman Empire. Pretty even cooler outfits!,1
7474,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",I live in the United States. What an cool nickname! Purple was the color worn by rulers in the Byzantine Empire and the Holy Roman Empire. So even cooler nickname!,1
7475,Ferrari N.V. () is an Italian sports car manufacturer based in Maranello.,"Yes, they are a top notch Italian sports car manufacturer located in Maranello.",1
7476,Ferrari N.V. () is an Italian sports car manufacturer based in Maranello.,"Yes, they are a top notch Spanish sports car manufacturer located in Madrid.",0
7477,Ferrari N.V. () is an Italian sports car manufacturer based in Maranello.,Their CEO is a very arrogant man.,0
7478,"In its simplest form, it is sugar and water stabilized with gelatin and glycerine.","Ah yes fondant is so simple, i make it with sugar and water stabilized with gelatin and a pinch of glycerine. Its an old recipe indeed.",1
7479,"In its simplest form, it is sugar and water stabilized with gelatin and glycerine.",Fondant is great because it's just eggs and water.,0
7480,"In its simplest form, it is sugar and water stabilized with gelatin and glycerine.",Fondant artists are more talented than the bakers themselves.,0
7481,"Both dried and fresh pasta come in a number of shapes and varieties, with 310 specific forms known variably by over 1300 names having been documented.","I imagine that is true. It's unbelievable there are actually over 310 forms of pasta, with over 1300 names.",1
7482,"Both dried and fresh pasta come in a number of shapes and varieties, with 310 specific forms known variably by over 1300 names having been documented.","I imagine that is true. It's unbelievable there are actually over 510 forms of pasta, with over 1700 names.",0
7483,"Both dried and fresh pasta come in a number of shapes and varieties, with 310 specific forms known variably by over 1300 names having been documented.",I think that is right. Did you know Angelina Jolie refuses to eat dried pasta?,0
7484,It suffered from a massive and highly publicized security breach of customer credit card data and the failure of its short-lived Canadian subsidiary in the early 2010s but experienced revitalized success with its expansion in urban markets within the United States.,"Target has expanded in the urban markets in the us, revitalizing business.",1
7485,It suffered from a massive and highly publicized security breach of customer credit card data and the failure of its short-lived Canadian subsidiary in the early 2010s but experienced revitalized success with its expansion in urban markets within the United States.,Target removed their stores from urban markets to focus on bigger markets to make more money.,0
7486,It suffered from a massive and highly publicized security breach of customer credit card data and the failure of its short-lived Canadian subsidiary in the early 2010s but experienced revitalized success with its expansion in urban markets within the United States.,"Target only cares about profits and money, so they took advantage of areas where they didn't have any stores and opened there.",0
7487,Pink is a pale red color that is named after a flower of the same name.,"Pink is my favorite, you may have not known but it's considered a pale red.",1
7488,Pink is a pale red color that is named after a flower of the same name.,"Pink is my favorite, you may have not known but it's considered a pale bluish yellow.",0
7489,Pink is a pale red color that is named after a flower of the same name.,I don't have a favorite color. I know Jennifer Lawrence also likes red.,0
7490,It is one of the most popular cheeses worldwide.,"Although Gouda is one of the most popular cheeses, I admit I've never tried it before! I like a good ol' cheddar cheese.",1
7491,"It is one of the most popular cheeses worldwide. The most popular cheeses used in the preparation of pizza are mozzarella (accounting for about 30%), provolone, cheddar and Parmesan.",Gouda is the most popular cheese for pizza.,0
7492,It is one of the most popular cheeses worldwide.,I think Gouda cheese is easier to make compared to other varieties of cheese.,0
7493,"Twins can be either ""monozygotic"" (""identical""), meaning that they develop from one zygote, which splits and forms two embryos, or ""dizygotic"" (""fraternal""), meaning that they develop from two different eggs.","Identical twins develop from one zygote, while fraternal develop from two different eggs",1
7494,"Because of historical social and familial roles, baking has traditionally been performed at home by women for domestic consumption and by men in bakeries and restaurants for local consumption. Because of historical social and familial roles, baking has traditionally been performed at home by women for day-to-day meals and by men in bakeries and restaurants for local consumption","Throughout history baking has been kind of a social role for women, but I'm a guy and love to bake. Oddly enough though it's usually men who bake commercially. Strange isn't it?",1
7495,"Jazz is characterized by swing and blue notes, call and response vocals, polyrhythms and improvisation.",I love how Jazz is characterized by those swing and blue notes and all of the improvisation.  It truly stands apart from other genres.,1
7496,"Jazz is characterized by swing and blue notes, call and response vocals, polyrhythms and improvisation.",I love how Jazz is characterized by those rap and pop notes and all of the improvisation.  It truly stands apart from other genres.,0
7497,"Jazz is characterized by swing and blue notes, call and response vocals, polyrhythms and improvisation.",That is true. I think Lil Nas X still uses jazz in his music.,0
7498,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.",The main reason it's done is to cover grey or to change the color for fashion or to restore the original color after the sun.,1
7499,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.",The main reason it's done is because brown hair is healthier.,0
7500,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.",I know a hairdresser who is always coloring people's hair every day.,0
7501,"A dog biscuit is a hard biscuit-based dietary supplement for dogs or other canines, similar to human snack food.","Yes he does and it is a dietary supplement for dogs or other canines, similar to human snack food.",1
7502,"As heat travels through, it transforms batters and doughs into baked goods and more with a firm dry crust and a softer center"" Heat is gradually transferred ""from the surface of cakes, cookies, and breads to their center","Oh yeah, I love to mix in cream cheese with it too. It's nice to watch in the oven, how it heats from the surface into the center making it rise.",1
7503,"Heat is gradually transferred ""from the surface of cakes, cookies, and breads to their centre. As heat travels through, it transforms batters and doughs into baked goods and more with a firm dry crust and a softer center""","Pumpkin bread is great because when it's baked, the heat transfers from the firm center to the soft crust.",0
7504,"Heat is gradually transferred ""from the surface of cakes, cookies, and breads to their centre.",Cookies are the best thing to bake because they're the most popular in baked good in North America.,0
