,model,grounding,generated_text,label
886,dodeca,"Starbucks was founded in Seattle, Washington in 1971.","i haven ' t , but i know they were founded in 1971 in seattle .",1
887,memnet,"Starbucks was founded in Seattle, Washington in 1971.",i love starbucks ! it was founded in 1971 .,1
888,dodeca,"As of November 2016, it operates 23,768 locations worldwide.","i don ' t , but i do know that as of 2016 , there were 23 , 000 locations worldwide !",1
889,memnet,"As of November 2016, it operates 23,768 locations worldwide.","i ' m not sure , but they have 23 , 768 locations worldwide .",1
890,dodeca,"Kauffman and Crane began developing ""Friends"" under the title ""Insomnia Cafe"" between November and December 1993.","that ' s funny , i didn ' t know she was still around . she ' s been around since 1993 , right ?",1
891,memnet,"Kauffman and Crane began developing ""Friends"" under the title ""Insomnia Cafe"" between November and December 1993.","me too ! it was originally called "" insomnia cafe "" .",1
892,dodeca,"Starbucks locations serve hot and cold drinks, whole-bean coffee, microground instant coffee known as VIA, espresso, caffe latte, full- and loose-leaf teas including Teavana tea products, Evolution Fresh juices, Frappuccino beverages, La Boulange pastries, and snacks including items such as chips and crackers; some offerings (including their annual fall launch of the Pumpkin Spice Latte) are seasonal or specific to the locality of the store.",i love their whole bean coffee . it is so good .,1
893,memnet,"Starbucks locations serve hot and cold drinks, whole-bean coffee, microground instant coffee known as VIA, espresso, caffe latte, full- and loose-leaf teas including Teavana tea products, Evolution Fresh juices, Frappuccino beverages, La Boulange pastries, and snacks including items such as chips and crackers; some offerings (including their annual fall launch of the Pumpkin Spice Latte) are seasonal or specific to the locality of the store.","i ' m not sure , but i do know that they serve hot and cold coffee .",1
894,dodeca,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,i ' ve heard they can spray a lot of strong unpleasant smells .,1
895,memnet,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,skunks are known for their ability to spray a strong unpleasant smell .,1
896,dodeca,She is known for her unconventionality and provocative work as well as experimenting with new images.,i ' m a big fan of her . she ' s been around for a long time and has been very proactive in her work .,1
897,memnet,She is known for her unconventionality and provocative work as well as experimenting with new images.,my favorite artist is lady gaga . she is known for her unconventionality and provocative work .,1
898,dodeca,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",the beatles are one of my favorite bands . they ' ve been around since 1962 .,1
899,memnet,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.","have you ever heard of the song "" love me do "" ?",1
900,dodeca,"Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.","yes , i am a vegetarian . i don ' t eat meat .",1
901,memnet,"Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.","yes , vegetarianism is the practice of abstaining from the consumption of meat",1
902,dodeca,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",heavy metal is my favorite genre of music . do you like it ?,1
903,memnet,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",heavy metal has roots in blues rock and psychedelic / acid rock,1
904,dodeca,Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,that ' s cool . it ' s a sport that involves performing tricks .,1
905,memnet,Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,skateboarding is an action sport that involves riding and performing tricks .,1
906,dodeca,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.",i do ! it ' s my favorite entertainment company .,1
907,memnet,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.",netflix is an american entertainment company founded in 1997 by reed hastings and marc randolph .,1
908,dodeca,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",do you ever use beets as your food coloring ?,1
909,memnet,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",that ' s awesome ! beetroot is used as food coloring .,1
910,dodeca,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","i ' ve never tried it , but i know it originated in india .",1
911,memnet,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","it is a group of physical , mental , and spiritual practices .",1
912,dodeca,"Yoga in Indian traditions, however, is more than physical exercise; it has a meditative and spiritual core.","yes , you can do it both physical and meditative .",1
913,memnet,"Yoga in Indian traditions, however, is more than physical exercise; it has a meditative and spiritual core.","i ' m not sure , but i do know it has a meditative and spiritual core .",1
914,dodeca,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,i agree . there are also hatha and raja yoga .,1
915,memnet,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,the most well known types of yoga are hatha yoga and rāja yoga .,1
916,dodeca,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",i drive a toyota . they are the worlds leader in selling hybrid electric cars .,1
917,memnet,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",toyota is one of the world ' s leader in hybrid vehicles .,1
918,dodeca,"It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots; and that Samhain itself was Christianized as Halloween by the early Church.","i ' m not sure , but it has been around for a long time . it originated from the celtic harvest festival .",1
919,memnet,"It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots; and that Samhain itself was Christianized as Halloween by the early Church.","i ' m not sure , but it originated from celtic harvest festivals .",1
920,dodeca,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",have you ever read the ny times ? it ' s an american paper based in nyc .,1
921,memnet,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",have you ever been to new york york times ? it ' s a newspaper based in new york city .,1
922,dodeca,"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.","the newspaper has been around since 1851 , so it ' s been around a long time .",1
923,memnet,"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.",it was founded in 1851 and has won 122 pulitzer prizes,1
924,dodeca,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",i do know a bit about it . the term vegan is often used to describe those who don ' t only follow the diet but also oppose using animal products for any reason .,0
925,memnet,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.","i ' m not sure , but i do know that there are ethical vegans that extend the philosophy into other areas of their lives .",1
926,dodeca,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",do you like classical music ? it is rooted in western culture .,1
927,memnet,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",i love listening to classical music . it is rooted in western culture .,1
928,dodeca,Jamaica () is an island country situated in the Caribbean Sea.,i ' ve always wanted to go to jamaica . it ' s an island in the sea .,1
929,memnet,Jamaica () is an island country situated in the Caribbean Sea.,have you ever been to jamaica ? it ' s an island country in the caribbean .,1
930,dodeca,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.","i ' ve always wanted to get a snake , but i ' m afraid they have a lot of joints .",1
931,memnet,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",do you like snakes ? they have skulls with more joints than their lizard ancestors ?,1
932,dodeca,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,"yes , they were patented in 1869 and published in 1881 .",0
933,memnet,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,it was first published in 1869 by frederick myers .,1
934,dodeca,Sculpture is the branch of the visual arts that operates in three dimensions.,do you like sculpture ? it ' s a branch of visual arts .,1
935,memnet,Sculpture is the branch of the visual arts that operates in three dimensions.,sculpture is a branch of the visual arts that operates in three dimensions,1
936,dodeca,Many different authors contributed to the Bible.,that ' s true . there are a lot of different authors that contributed to it .,1
937,memnet,Many different authors contributed to the Bible.,there are many different authors that contributed to the bible .,1
938,dodeca,It is the world's most widely consumed psychoactive drug.,i don ' t either . it ' s the worlds most consumed drug .,1
939,memnet,It is the world's most widely consumed psychoactive drug.,caffeine is the world ' s most widely consumed psychoactive drug .,1
940,dodeca,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.","no , i ' m not a big fan of the south england football league .",0
941,memnet,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.","i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .",1
942,dodeca,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.","i ' m sorry to hear that . alcohol can affect a lot of parts of your body , including the brain and liver .",1
943,memnet,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.","that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",1
944,dodeca,"This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",that ' s a good choice . i ' m glad you made the decision to not drink . alcohol can cause mental illness - - and even cancer .,1
945,memnet,"This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.","i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .",1
946,dodeca,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.","it was founded by brothers who were brothers , and it was established as a leading in the animation industry",1
947,memnet,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",walt disney was founded in 1923 by walt disney brothers .,1
948,dodeca,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",i love them too ! i love how they are made with wheat tortillas .,1
949,memnet,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,1
950,dodeca,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.","yes i do , peta is a great organization",1
951,memnet,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.","yes , peta is an american animal rights organization .",1
952,dodeca,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,"yes , it ' s one of three branches of government .",1
953,memnet,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,it is one of the three co - equal branches of the federal government .,1
954,dodeca,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.","i ' m not sure , but most divorce laws are different in different countries .",1
955,memnet,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",i am not sure but divorce laws vary considerably around the world .,1
956,dodeca,"Metallica is an American heavy metal band from Los Angeles, California.",i like metallica the most . they are from california .,1
957,memnet,"Metallica is an American heavy metal band from Los Angeles, California.",my favorite band is metallica . they are an american heavy metal band from los angeles .,1
958,dodeca,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).",i love to read . it ' s a complex cognitive process .,1
959,memnet,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).",i love reading . it ' s a process of decoding symbols to construct or derive meaning .,1
960,dodeca,It lies between violet and green on the spectrum of visible light.,blue lies between green and violet on the visible light spectrum .,1
961,memnet,It lies between violet and green on the spectrum of visible light.,blue lies between violet and green on the spectrum of visible light,1
962,dodeca,"Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.","i have never been to iceland , but i would love to visit the nordic island of europe .",1
963,memnet,"Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.","i haven ' t , but i know it ' s a nordic island country in the north atlantic ocean .",1
964,dodeca,"The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.",it was released in 1989 to mostly positive reviews .,1
965,memnet,"The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.","i ' m not sure , but it grossed more than 211 million dollars .",1
966,dodeca,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",big brother was created in netherlands and was syndicated internationally,1
967,memnet,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.","i ' m not sure , but i do know that it was created in the netherlands .",1
968,dodeca,"It was the most expensive film ever made at the time, with a production budget of $200 million.",im not sure but i do know that the production budget was 200 million dollars .,1
969,memnet,"It was the most expensive film ever made at the time, with a production budget of $200 million.","i ' m not sure , but i do know that the film was produced by $ 200 million .",1
970,dodeca,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",yes they are one of the best heavy metal bands ever,1
971,memnet,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.","i ' m not sure , but i do know that it was formed in 1994 .",1
972,dodeca,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",i ' ve heard of them . they ' re a rock band from california .,1
973,memnet,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",they are an american rock band formed in 1965 in california .,1
974,dodeca,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,i love it ! it ' s my favorite animated sitcom .,1
975,memnet,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,"yes , it is an american animated sitcom created by matt groening .",1
976,dodeca,"The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.","i don ' t know how it started , but i do know that there are different cultures and religions .",1
977,memnet,"The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.","i don ' t know , but i do know that the definition of marriage varies around the world .",1
978,dodeca,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",florida ' s coastline is the longest in the us .,1
979,memnet,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",florida has the longest coastline in the contiguous united states .,1
980,dodeca,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,"oh , i see . yeah , country music has been around since the 1920s , so it ' s been around a long time !",1
981,memnet,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,country music originated in the southern united states in the early 1920 ' s .,1
982,dodeca,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",i love beer ! it ' s one of my favorite alcoholic drinks .,1
983,memnet,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",beer is one of the oldest alcoholic drinks in the world .,1
984,dodeca,"Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.","beer is made from cereal grain , which is most commonly used .",1
985,memnet,"Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.","beer is brewed from cereal grains such as malted barley , wheat , and maize .",1
986,dodeca,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,they have been around since 1962 . the original mustang was two seater .,1
987,memnet,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,the first mustang was a two - seater concept car .,1
988,dodeca,"According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.",i love it ! it ' s the color of charm and politeness .,1
989,memnet,"According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.","pink is also associated with charm , politeness and sweetness .",1
990,dodeca,"However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.",i don ’ t think so . he was also banned from olympic sports in 2012 .,1
991,memnet,"However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.","i am not sure , but i do know that he was banned in the olympics .",1
992,dodeca,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",hollywood is a great place to visit . it ' s located in los angeles .,1
993,memnet,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",hollywood is located in the central region of los angeles .,1
994,dodeca,"Coffee plants are now cultivated in over 70 countries, primarily in the equatorial regions of the Americas, Southeast Asia, India, and Africa.","i don ' t know , but i do know that coffee plants have been cultivated all over the world .",1
995,memnet,"Coffee plants are now cultivated in over 70 countries, primarily in the equatorial regions of the Americas, Southeast Asia, India, and Africa.","i am not sure , but it is cultivated in over 70 countries .",1
996,dodeca,Golden Retrievers are well suited to residency in suburban or country environments.,"i ' m not sure , but i do know that they are very well suited for suburban environments .",1
997,memnet,Golden Retrievers are well suited to residency in suburban or country environments.,i ' m not sure but i do know that they are suited for suburban or country environments .,1
998,dodeca,Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,really ? i didn ' t know that . do you know much about the lyrics ?,1
999,memnet,Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,heavy metal lyrics are associated with aggression and machismo .,1
1000,dodeca,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",pizza goes all the way back to ancient cultures .,1
1001,memnet,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",the history of pizza goes back to ancient times .,1
1002,dodeca,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",it ' s actually the largest ballet company in britain .,1
1003,memnet,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",it ' s one of the four largest ballet companies in the world .,1
1004,dodeca,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.","yes , i love their fast food . it ' s been around since 1940 .",1
1005,memnet,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.",i love mcdonalds ! it was founded in 1940 by richard and maurice mcdonald .,1
1006,dodeca,"The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.","yes , commercial brewing has been going on for over 2500 years .",1
1007,memnet,"The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.",the history of brewing dates back to 2500 bc !,1
1008,dodeca,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",yes ! i remember the first one was in phoenix arizona in 1953 .,0
1009,memnet,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",the golden arches logo was first used in 1953 in phoenix arizona .,1
1010,dodeca,"The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms.",that ' s true . it originated in puerto rico .,1
1011,memnet,"The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms.",salsa dance has origins in puerto rican bomba and mambo .,1
1012,dodeca,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",the wright brother invented an airplane and flew it in 1903,1
1013,memnet,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",that ' s true . the first airplane was invented in 1903 .,1
1014,dodeca,It also owns and operates Sam's Club retail warehouses.,i don ' t think so . i think it ' s more of a night job . they also own and operate their own retail stores .,1
1015,memnet,It also owns and operates Sam's Club retail warehouses.,"i am not sure , but i do know sam ' s club is also owned by walmart .",1
1016,dodeca,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",the show is set on fictional continents such as essos,1
1017,memnet,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",it is set in westeros and essos . it has three story arcs .,1
1018,dodeca,Archaeological evidence suggests that pancakes were probably the earliest and most widespread cereal food eaten in prehistoric societies.,i ' m not sure when they were invented but archaeological evidence suggest they were most widespread in prehistoric times,0
1019,memnet,Archaeological evidence suggests that pancakes were probably the earliest and most widespread cereal food eaten in prehistoric societies.,the earliest evidence of pancakes date back to prehistoric times .,1
1020,dodeca,"The name is derived from the French term ""crochet"", meaning 'small hook'.",the name crochet actually comes from french word crochet meaning small hook .,1
1021,memnet,"The name is derived from the French term ""crochet"", meaning 'small hook'.","the word crochet comes from the french word "" crochet "" which means small hook .",1
1022,dodeca,"The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.","yes that is the one , it focuses on interns and residents",1
1023,memnet,"The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.","it focuses on the lives of surgical interns , residents , and physicians .",1
1024,dodeca,"The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.","well , they ' re good for you because they help with night vision .",0
1025,memnet,"The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.","i don ' t know much about them , but i do know that they have a lot of vitamin k and b6 .",1
1026,dodeca,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.","i ' m not sure , but you can find waves that are usually found in rivers and lakes",0
1027,memnet,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",the waves suitable for surfing are primarily found in the ocean .,1
1028,dodeca,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",i have heard of that one . there are actually 393 different species of parrots .,1
1029,memnet,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",there are 393 species of parrots in 92 genera .,1
1030,dodeca,"The City of New York, often called New York City or simply New York, is the most populous city in the United States.",have you ever been to new york ? it ' s the most populated city in america .,1
1031,memnet,"The City of New York, often called New York City or simply New York, is the most populous city in the United States.","i live in new york , the most populous city in the united states .",1
1032,dodeca,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.",do you like taylor swift ? she was born in 1989 .,1
1033,memnet,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.",do you like taylor swift ? she is an american singer and songwriter .,1
1034,dodeca,"ARC was established in Washington, D.C. on May 21, 1881, by Clara Barton.","i ' m not sure when it was established , but it ' s been around since 1881",1
1035,memnet,"ARC was established in Washington, D.C. on May 21, 1881, by Clara Barton.",it was established back in 1881 by clara barton .,1
1036,dodeca,"Association football is governed internationally by the International Federation of Association Football (FIFA; ), which organises World Cups for both men and women every four years.","yes , it is governed by fifa and it is a world cup every 4 years .",1
1037,memnet,"Association football is governed internationally by the International Federation of Association Football (FIFA; ), which organises World Cups for both men and women every four years.","i ' m not sure , but it is governed by the international federation of association football .",1
1038,dodeca,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",i love steak too ! it ' s one of my favorite cuts of meat .,1
1039,memnet,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",i love steak ! it ' s a meat sliced across the muscle fibers .,1
1040,dodeca,"It was released in May 2016 for Windows, PlayStation 4, and Xbox One.",have you ever played overwatch ? it came out in 2016 .,1
1041,memnet,"It was released in May 2016 for Windows, PlayStation 4, and Xbox One.",have you ever played overwatch ? it was released in may 2016,1
1042,dodeca,", at least 45,700 spider species, and 113 families have been recorded by taxonomists.","i ' m not sure , but there are over 45 , 000 species of spiders .",1
1043,memnet,", at least 45,700 spider species, and 113 families have been recorded by taxonomists.","i ' m not sure , but there are over 45 , 700 species !",1
1044,dodeca,"Red Hot Chili Peppers are one of the best-selling bands of all time with over 80 million records sold worldwide, have been nominated for sixteen Grammy Awards, of which they have won six, and are the most successful band in alternative rock radio history, currently holding the records for most number-one singles (13), most cumulative weeks at number one (85) and most top-ten songs (25) on the ""Billboard"" Alternative Songs chart.","i ' m not sure , but i do know that they ' ve won six grammy awards !",1
1045,memnet,"Red Hot Chili Peppers are one of the best-selling bands of all time with over 80 million records sold worldwide, have been nominated for sixteen Grammy Awards, of which they have won six, and are the most successful band in alternative rock radio history, currently holding the records for most number-one singles (13), most cumulative weeks at number one (85) and most top-ten songs (25) on the ""Billboard"" Alternative Songs chart.","i ' m not sure , but they have sold over 80 million records worldwide .",1
1046,dodeca,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,"well , i would recommend hatha and raja yoga .",1
1047,memnet,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,hatha yoga is one of the most commonly known types of yoga .,1
1048,dodeca,"Packaged and processed foods, such as cakes, cookies, candies, chocolate, yogurt, and marshmallows, often contain unfamiliar animal ingredients, so may be a special concern for vegetarians due to the likelihood of such additions.",i agree . there are so many packaged foods that contain unfamiliar ingredients .,1
1049,memnet,"Packaged and processed foods, such as cakes, cookies, candies, chocolate, yogurt, and marshmallows, often contain unfamiliar animal ingredients, so may be a special concern for vegetarians due to the likelihood of such additions.",i agree with you . there are so many types of processed foods that contain unfamiliar animal ingredients .,1
1050,dodeca,"Its high latitude and marine influence keep summers chilly, with most of the archipelago having a tundra climate.","i ' m not sure about the seasons , but i know that the high latitude keeps summers chilly .",1
1051,memnet,"Its high latitude and marine influence keep summers chilly, with most of the archipelago having a tundra climate.","i ' m not sure , but the summers have a tundra climate .",1
1052,dodeca,"Marketing is used to create, keep and satisfy the customer.",that ' s awesome ! it ' s used to keep the customer satisfied .,1
1053,memnet,"Marketing is used to create, keep and satisfy the customer.",marketing is often used to create and satisfy the customer .,1
1054,dodeca,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",have you ever tried yoga ? it ' s a physical mental and spiritual practice .,1
